,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
70,recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000.0,90000.0,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1.0,2.0,rec7eVftKDyqe2EIZ,recsld3DKqBhnW6rg,,,6000.0,7000.0,Commerce,Rejected by CP,rec7eVftKDyqe2EIZ,"data-analysis,data-science,machine-learning",rec7eVftKDyqe2EIZ,middle-east,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,rec7eVftKDyqe2EIZ,"ar,en",recsld3DKqBhnW6rg,"ar,en",,-7.9,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required in the job description, and the degree subject Commerce covers some of the skills required in the job description. The candidate can go to the job location and can speak both Arabic and English which are required in the job description.""
    }"
71,recdN16e9aiTj0z3a,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec7j0nOC3naQbnrD,recdN16e9aiTj0z3a,,,32000.0,,,Sent to Client,rec7j0nOC3naQbnrD,"microsoft-excel,purchase-management,purchasing,sales,sales-operations,sales-process,strategy,vendor-contracts,vendor-management,vendor-relationship-management,vendors",,,recdN16e9aiTj0z3a,europe/spain/madrid,rec7j0nOC3naQbnrD,"ar,en,es,pt",recdN16e9aiTj0z3a,"en,es",,-0.2,"
    Example Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job. The candidate is capable of the job position and can go to the job location and speak the required languages.""
    }"
72,recObvBwoSTSuFEll,,,37000.0,50000.0,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3.0,5.0,rec7Km0jBBl1KdxsN,recObvBwoSTSuFEll,2023-03-31,2023-04-30,47000.0,,(BAC +6) en management de projet de construction durable ,Rejected by client,rec7Km0jBBl1KdxsN,"excel-dashboards,sage",rec7Km0jBBl1KdxsN,europe,recObvBwoSTSuFEll,europe/france/paris,rec7Km0jBBl1KdxsN,"en,fr",recObvBwoSTSuFEll,fr,,-1.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has 2 out of 3 hardskills required, degree subjects covers most of the job requirement, candidate can work remotely and can speak both English and French.""
    }"
73,recBNbiMFDkK5SgOv,2023-04-11,,40000.0,40000.0,"<ul class=""liste"">
<li>Have experience in a foodtech environment</li>
<li>Have excellent sales, communication and negotiation skills</li>
<li>Already have experience as an SDR or Business Developer (If possible in a foodtech environment)</li>
<li>Speak English and Mandarin (even better if the candidate speaks French too!)</li>
<li>(Bonus points) Proficient in the Hubspot CRM software</li>
</ul>
",sales-manager,1.0,1.0,1.0,5.0,rec7pNzskjbOedBt2,recBNbiMFDkK5SgOv,,,42000.0,46000.0,,Rejected by CP,rec7pNzskjbOedBt2,.com,rec7pNzskjbOedBt2,europe/france,recBNbiMFDkK5SgOv,europe/france/paris,rec7pNzskjbOedBt2,zh,recBNbiMFDkK5SgOv,zh,,-0.2,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has experience in a foodtech environment and excellent sales, communication and negotiation skills. The candidate has a degree in a related field and can speak the required languages. The candidate is located in the required location and is proficient in the Hubspot CRM software.""
    }"
74,rec2jbStt0bBp170k,2023-04-01,2023-06-01,35000.0,40000.0,"<p>-3+ years of experience as a Graphic Designer in either an in-house, agency or freelance setting<br>
-Ideally a BA or higher in Graphic Design and/or Visual Communication<br>
-English and French</p>
",graphic-designer,2.0,2.0,3.0,5.0,rec7QVOoePgWt85Nt,rec2jbStt0bBp170k,,,,,,Rejected by CP,rec7QVOoePgWt85Nt,html,rec7QVOoePgWt85Nt,europe/france,,,rec7QVOoePgWt85Nt,fr,rec2jbStt0bBp170k,"en,fr",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.3,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3+ years of experience as a Graphic Designer, which is related to the job requirement. The candidate can go to the job location and speak the required language. However, the candidate does not have a degree in Graphic Design and/or Visual Communication, so the position matching score is low.""
    }"
75,recu8QJacyAODTIeX,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,rec7S4B015k4BjoVd,recu8QJacyAODTIeX,2023-04-03,,55000.0,,Political Science,Mission closed by client,rec7S4B015k4BjoVd,"2d-graphics,account-management,business-development,business-relationship-building,c-level-sales,campaigns,cold-calling,communication,consultative-selling,emea,entrepreneurship,internal-communications,international-business,international-sales,lead-generation,market-research,microsoft-office,negotiation,networking,new-business-development,new-business-generation,new-business-opportunities,online-advertising,online-marketing,opportunity-qualification,pipeline-generation,planning,presentation-skills,presentations,product-knowledge,relationship-building,sales,sales-cycle-management,sales-process,solution-selling,strategy,teamwork,time-management,training,value-propositions",rec7S4B015k4BjoVd,"europe/bulgaria,europe/sweden",recu8QJacyAODTIeX,europe/united-kingdom,rec7S4B015k4BjoVd,en,,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject Political Science covers some of the skills required for the job. The candidate's language matches the job requirement, but the location does not match.""
    }"
76,recu8QJacyAODTIeX,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,rec7WQ2tEgqA2yPdd,recu8QJacyAODTIeX,,,57000.0,,,Rejected by client,rec7WQ2tEgqA2yPdd,"analytics,communication,cro,e-commerce,leadership,ppc,saas",rec7WQ2tEgqA2yPdd,europe/united-kingdom/england,recu8QJacyAODTIeX,europe/united-kingdom,rec7WQ2tEgqA2yPdd,en,,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5+ years of experience in B2B sales management, has leadership, PPC, analytics, communication, CRO, e-commerce and SaaS hardskills, has a degree in business management, can go to Europe/United Kingdom/England, and can speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency.""
    }"
77,rec0t420QAE6AgEAn,2023-04-01,,35000.0,55000.0,"<p>● 1 year of experience minimum (with a work-study)<br>
● Two to three years of significant software dev experience in front and back in a team<br>
● The candidate must speak French<br>
● Willingness to work in a team, to manage projects from start to finish<br>
● Years of freelance experience are not taken for granted<br>
● Autonomous<br>
● Very high work requirement<br>
● Willingness to work in a startup with high growth potential<br>
● Design work and reflection<br>
● The candidate should preferably come from the New Aquitaine region (Bordeaux)<br>
● French engineering school ,Epitech and/or Ecole 42 (full curriculum)</p>
",full-stack-developer,,,,,rec7Zx0tEx5kPB1No,rec0t420QAE6AgEAn,2023-03-14,,37.0,,Conception d'application,Screened by CP,rec7Zx0tEx5kPB1No,"graphql,mysql,node.js,react,typescript",,,,,rec7Zx0tEx5kPB1No,"en,es,fr",rec0t420QAE6AgEAn,fr,-0.18,-3.4963,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required for the job, but the location does not match.""
    }"
78,recA3Ye1PMACJlO1Z,2023-04-03,,65000.0,120000.0,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6.0,9.0,rec859nIlixJ5qnFW,recA3Ye1PMACJlO1Z,2023-03-06,,60000.0,72000.0,Computer Science,Rejected by CP,rec859nIlixJ5qnFW,"amazon-web-services-aws,back-end-development,ecs,graphql,javascript,node.js,postgresql,windows-azure",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",rec859nIlixJ5qnFW,en,recA3Ye1PMACJlO1Z,en,-0.28,-0.5,"
    Example Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.9,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 0,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 9 hardskills required for the job, and the degree subject Computer Science covers most of the job requirements. The candidate has all the language requirements for the job, but the location does not match.""
    }"
79,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,rec89hHTnNaf2g3A1,recwMSrftJ7BbX5mZ,2023-03-31,,20000.0,,b.tech,Rejected by client,rec89hHTnNaf2g3A1,python,,,recwMSrftJ7BbX5mZ,asia/india,rec89hHTnNaf2g3A1,en,recwMSrftJ7BbX5mZ,"en,hi",,-1.168,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.75,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Python hardskill which is related to the job requirement. The candidate has B.Tech degree which covers some of the job requirement. The candidate has Python hardskill and B.Tech degree which is related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
80,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,rec8aKpK3QezNFX61,recAtcVMDz425qUT3,,,850000.0,95000.0,,Rejected by client,rec8aKpK3QezNFX61,"data-coding,data-extraction,data-migration,project-management",,,,,rec8aKpK3QezNFX61,en,recAtcVMDz425qUT3,en,,-77.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of the 7 required hardskills, and the degree subject is related to the job position. The candidate's language matches the job language, but the location does not match.""
    }"
81,recavhovBsS2p3eZO,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec8EIx4pU1shuKLx,recavhovBsS2p3eZO,,,,,International Trade & Business,Sent to Client,rec8EIx4pU1shuKLx,"business,business-development,business-management,communication,driving-license,negotiation,sales-management",,,recavhovBsS2p3eZO,europe/romania,rec8EIx4pU1shuKLx,"bg,en,fr,it,ro",recavhovBsS2p3eZO,"en,ro",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject is related to the job. The candidate has all the language requirements for the job, but the location does not match.""
    }"
82,rec25eM1zf8i9g7V4,,,8320.0,12480.0,"<ul class=""liste"">
<li>Looking for people with at least one year of experience, preferably 2 years</li>
<li>They should be trained on industry standard tools</li>
<li>They should have Bachelor of Engineering degree in computer science or IT is a must</li>
<li>They will work with the US team where they are looking at the tickets which are gonna be generated in terms of security, as well as internal tickets</li>
<li>They are documenting a lot of security protocols</li>
<li>They are coming up with new security protocals whenever required.</li>
</ul>
",security-engineer,,,1.0,2.0,rec8HSO03c63Hqdb7,rec25eM1zf8i9g7V4,,,,,,Rejected by CP,rec8HSO03c63Hqdb7,"python,selenium",,,rec25eM1zf8i9g7V4,asia/india,rec8HSO03c63Hqdb7,"en,hi",rec25eM1zf8i9g7V4,"en,hi",,,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.5,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills in python and selenium which are related to the job requirements. The candidate can work in the job location and can speak the required language. The candidate does not have a degree in computer science or IT, so the degree subjects matching score is not applicable.""
    }"
83,rec11F8d7djUmcYvT,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec8iiBI1SdCaTj9D,rec11F8d7djUmcYvT,,,24000.0,,,Rejected by CP,rec8iiBI1SdCaTj9D,sales,rec8iiBI1SdCaTj9D,europe/bulgaria,rec11F8d7djUmcYvT,europe/bulgaria,rec8iiBI1SdCaTj9D,"bg,en",rec11F8d7djUmcYvT,"bg,en",,-0.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has a Bachelor or Master in business, and has experience in sales which is related to the job position. The candidate is based in the same location as the job, and can speak both English and the local language. Therefore, the candidate is a good fit for the job.""
    }"
84,recA3Ye1PMACJlO1Z,2023-04-03,,65000.0,120000.0,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6.0,9.0,rec8Jgcpsbq3wmvcE,recA3Ye1PMACJlO1Z,2023-03-20,,120000.0,140000.0,Software Engineering,Rejected by CP,rec8Jgcpsbq3wmvcE,"amazon-web-services-aws,ecs,graphql,node.js,postgresql",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",rec8Jgcpsbq3wmvcE,en,recA3Ye1PMACJlO1Z,en,-0.14,-5.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has 4 out of 5 hardskills required in the job description, degree subject is Software Engineering which covers most of the job requirement, candidate has 4 out of 5 hardskills and degree subject which is enough for the job position, candidate location is not matched with the job location, candidate language is matched with the job language.""
    }"
85,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,rec8NOT7DkgFxWfXW,rec7MvbTywFTvWryg,2023-03-01,,45000.0,,Business Management,Rejected by CP,rec8NOT7DkgFxWfXW,"angularjs,apis,atlas,css,git,github,graphql,html,javascript,jira,mongodb,node.js,postgresql,react,typescript",,,rec7MvbTywFTvWryg,europe/france/paris,rec8NOT7DkgFxWfXW,"en,es,fr",rec7MvbTywFTvWryg,fr,,-0.0,"
    Example Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.5,
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subject Business Management covers some of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate can speak all the languages required by the job.""
    }"
86,rec5J1KpQYUAeo0rW,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,rec8OovnmiaWyj5W3,rec5J1KpQYUAeo0rW,,,60000.0,,International Business,Rejected by client,rec8OovnmiaWyj5W3,"microsoft-office,ms-excel-pivot-tables",rec8OovnmiaWyj5W3,europe/spain,rec5J1KpQYUAeo0rW,europe/spain,rec8OovnmiaWyj5W3,"de,en,es,nl",rec5J1KpQYUAeo0rW,"en,es",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5+ years of experience in B2B sales management, has a degree in International Business, has the hardskills of Microsoft Office and MS Excel Pivot Tables, is located in Spain and speaks English, Spanish, German, Italian and Portuguese with full professional proficiency, which matches the job requirements perfectly.""
    }"
87,recavhovBsS2p3eZO,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec8vvFIRQth7j8sy,recavhovBsS2p3eZO,,,,,Marketing,Rejected by CP,rec8vvFIRQth7j8sy,"account-management,business-development,business-strategy,driving-license,marketing,sales",,,recavhovBsS2p3eZO,europe/romania,rec8vvFIRQth7j8sy,"en,ro",recavhovBsS2p3eZO,"en,ro",,,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 6 out of 8 hardskills required in the job description, and the degree subject is related to the job position. The candidate has all the language requirements, but the location does not match with the job location.""
    }"
88,recGrGIFWaByaa5dg,,,60000.0,120000.0,"<p>2 to 10 years experience in a growth hacking/marketing role preferably in e-commerce industry<br>
- Proven track record launching successful marketing acquisition campaigns<br>
- Excellent analytical skills and ability to leverage data, metrics, analytics, and consumer behavior trends to generate creative ideas<br>
- Original/creative thinking and strong problem-solving skills<br>
- Excellent communication skills and full <strong>fluency in English</strong><br>
- <strong>Arabic proficiency <strong>(The main market would be Saudi Arabia)<br>
- Ability to work under pressure<br>
- Collaborative mindset<br>
 <br>
The company wants to avoid someone who has been the marketing director of a large company and who can forget how to do things himself.<br>
 <br>
 <br>
For a junior profile with 2 years experience the salary will be $<strong>60K + equity+ bonus</strong><br>
For a senior profile with 10 years of experience, the salary could be between</strong> 95 and 120K$</strong> per year <strong>+ equity+ bonus</strong><br>
For other candidates with between 3 and 9 years' experience the salary will be in between (negociable)<br>
<strong>-Sponsorship</strong></p>
<p></p>
",head-of-growth,,,,,rec8WeqqS8tGwymra,recGrGIFWaByaa5dg,,,,,Post Graduate Diploma (Marketing),Waiting list,rec8WeqqS8tGwymra,"communication,marketing,media-production",,,recGrGIFWaByaa5dg,asia/saudi-arabia,rec8WeqqS8tGwymra,en,recGrGIFWaByaa5dg,"ar,en",,,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required for the job, which is 75% matched. The candidate has a Post Graduate Diploma in Marketing, which is 50% matched with the job requirement. The candidate has 3 out of 4 hardskills and a Post Graduate Diploma in Marketing, which is 75% matched with the job position. The candidate's location is not matched with the job location, which is 0% matched. The candidate's language is English, which is 100% matched with the job language.""
    }"
89,recObvBwoSTSuFEll,,,37000.0,50000.0,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3.0,5.0,rec97O0GyoLisEhz2,recObvBwoSTSuFEll,2023-04-30,,41000.0,42000.0,Diplôme d'ingénieur,Rejected by client,rec97O0GyoLisEhz2,energy-management,,,recObvBwoSTSuFEll,europe/france/paris,rec97O0GyoLisEhz2,fr,recObvBwoSTSuFEll,fr,,-0.4,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has energy-management hardskill which is related to the job requirement. The candidate has Diplôme d'ingénieur degree which covers most of the job requirement. The candidate can go to the job location. The candidate can speak the language required by the job.""
    }"
